"('O', 'C', 1)","('N', 'H', 1)","('N', 'C', 1)","('N', 'C', 1.5)","('C', 'H', 1)","('C', 'C', 1)","('C', 'C', 1.5)"
0,3,4,2,28,17,9
2,4,3,0,14,8,0
2,1,10,0,28,8,6
2,2,3,0,16,5,12
2,1,3,3,23,8,6
3,1,2,0,17,9,0
0,1,9,2,26,9,4
0,4,9,0,27,13,0
1,1,3,2,15,6,4
4,3,1,2,14,5,4
2,2,5,0,24,8,6
2,2,8,0,28,6,12
0,2,8,4,23,6,7
0,0,1,0,20,13,6
1,1,3,0,30,16,0
2,2,9,0,25,5,12
2,3,10,2,25,5,7
0,2,2,3,16,5,8
0,2,8,0,30,14,0
1,0,0,0,20,13,6
1,0,1,0,21,10,6
2,0,0,0,18,8,6
1,2,5,0,21,14,6
4,3,7,0,19,8,9
0,1,5,2,26,14,16
1,0,0,0,12,6,3
0,3,7,0,23,7,6
2,4,9,0,23,6,6
1,2,5,0,17,7,3
0,2,6,0,11,7,0
4,1,2,0,22,12,0
2,3,8,0,29,11,6
0,4,5,0,22,7,6
2,3,4,0,16,10,0
1,2,2,0,17,10,6
2,0,3,0,26,17,12
5,2,2,0,21,8,6
0,4,11,0,26,9,0
0,3,5,0,25,11,6
0,1,3,0,23,10,6
4,1,5,0,30,12,12
0,1,9,0,25,6,0
2,1,3,0,21,8,6
0,1,5,0,23,10,9
1,2,8,0,26,9,6
2,3,1,0,23,11,6
4,0,3,0,16,8,0
1,1,3,2,23,10,4
4,1,6,0,30,12,6
0,3,8,0,21,7,3
0,3,8,2,26,13,3
0,0,3,0,18,11,0
4,2,2,0,24,8,6
0,3,4,1,17,6,2
3,1,3,0,26,10,0
2,2,4,0,22,10,3
2,0,3,0,21,10,0
0,0,0,0,19,10,0
0,2,8,0,26,8,6
0,4,10,0,28,8,0
2,2,8,0,31,11,6
0,4,9,4,18,6,1
0,5,5,2,18,12,7
0,2,8,0,28,12,0
2,3,7,0,25,8,6
0,3,7,0,27,12,0
0,2,8,2,15,4,4
1,0,3,0,17,12,6
2,4,7,2,18,6,4
1,0,0,0,33,23,0
0,1,4,0,20,7,3
0,0,6,1,28,14,1
0,2,8,0,34,13,6
2,1,1,0,6,3,3
6,2,5,0,29,10,12
0,1,2,3,20,12,6
2,2,3,0,30,18,6
0,3,5,0,20,9,6
0,1,5,0,15,13,0
0,3,5,0,27,8,6
2,2,2,0,19,6,6
0,3,2,0,5,1,6
0,3,8,2,28,11,10
1,2,8,0,23,10,0
0,1,6,5,21,6,4
0,4,9,0,31,13,0
0,4,6,4,17,8,2
0,5,5,0,12,6,6
0,4,9,0,20,8,0
2,2,11,1,22,7,8
2,5,3,0,13,7,6
1,3,6,0,17,9,0
4,2,4,0,26,13,6
3,2,6,0,23,11,6
3,2,8,0,19,8,0
0,2,5,2,24,8,4
4,1,4,4,19,9,8
2,2,14,0,25,7,0
0,3,7,0,24,14,6
2,2,4,0,21,11,6
2,2,8,4,22,12,2
0,2,6,4,24,11,0
1,3,5,0,26,10,0
2,2,8,2,23,6,4
3,2,2,0,21,9,9
0,3,5,4,21,11,0
0,1,6,2,26,11,6
0,4,9,0,25,9,6
2,1,5,0,26,12,0
0,2,4,0,22,9,6
2,4,6,2,23,6,18
3,0,0,0,17,9,0
0,3,9,0,27,13,6
3,1,3,0,26,12,0
3,1,6,0,21,6,12
4,3,8,0,29,13,12
2,0,5,0,24,8,6
5,1,4,0,17,11,6
2,1,9,0,27,8,0
0,3,4,0,21,7,6
2,4,2,0,23,10,0
0,3,7,4,25,9,8
1,1,5,0,42,23,6
1,0,0,0,3,2,0
2,2,5,0,26,10,6
0,3,2,4,24,11,6
1,3,3,0,17,8,0
0,3,10,0,22,6,6
0,1,8,0,17,10,6
0,3,7,0,23,11,6
0,4,9,0,27,9,6
0,1,6,0,30,12,6
3,1,3,0,26,10,6
0,2,8,0,28,14,3
0,2,2,0,18,13,6
4,2,5,0,30,11,6
4,1,3,0,23,10,6
0,2,2,0,26,13,0
2,1,5,0,17,12,0
5,0,0,0,7,6,6
0,1,2,4,20,10,8
1,2,2,0,20,9,6
3,3,1,0,18,11,6
0,5,10,0,29,11,0
2,1,2,3,20,10,0
0,3,7,0,33,17,0
2,1,6,0,18,3,3
0,2,5,2,28,11,4
1,1,5,0,26,12,6
0,0,2,0,16,7,0
2,2,2,0,24,12,0
2,1,3,0,18,8,6
1,2,9,0,31,13,6
0,4,10,0,18,7,6
0,2,8,2,23,7,10
1,2,8,0,13,9,0
1,1,6,0,23,9,6
0,3,13,0,23,6,6
6,2,2,0,28,13,6
3,1,3,0,26,12,0
2,2,5,2,18,5,4
2,1,5,0,13,5,0
0,0,3,0,26,17,0
3,2,2,0,27,9,6
2,2,5,2,26,9,1
0,4,9,0,23,10,6
1,1,6,2,24,7,4
0,1,6,2,23,9,1
1,0,3,0,16,10,6
4,2,9,0,33,11,6
0,4,7,0,22,7,3
0,2,8,0,27,9,12
3,2,2,2,20,6,9
1,3,1,0,18,6,6
3,1,2,2,13,7,7
0,3,4,0,12,5,6
1,2,2,0,27,12,0
2,3,5,0,19,9,0
0,3,7,2,24,10,9
2,2,5,0,33,16,0
0,3,8,4,30,11,8
2,3,7,2,28,9,4
0,2,5,0,29,15,0
0,5,6,2,25,7,4
2,2,2,0,22,5,17
0,2,7,0,14,8,0
2,1,0,9,11,6,1
0,2,2,0,16,6,6
2,1,5,0,17,9,6
2,1,6,2,31,11,10
2,1,3,2,12,6,8
0,3,3,0,25,15,6
0,2,7,0,31,16,6
2,1,6,3,30,11,6
5,0,6,0,25,11,9
1,1,2,0,23,14,6
2,1,3,0,23,10,0
2,2,2,1,25,9,14
2,1,12,0,25,11,0
0,2,11,2,28,8,4
0,2,8,2,21,10,4
4,1,3,0,21,7,6
0,2,2,0,22,11,0
0,2,5,0,21,4,6
0,2,2,2,17,6,4
0,3,10,0,34,10,6
0,2,5,0,23,13,0
1,1,6,0,22,6,6
1,4,4,0,25,11,0
0,2,5,0,24,10,6
1,1,4,0,19,12,6
2,2,4,0,29,22,6
0,2,2,2,15,4,1
0,4,8,0,28,9,0
2,1,6,2,23,8,1
3,2,8,0,24,6,6
0,2,5,2,23,9,4
4,2,8,0,22,7,6
2,2,2,0,30,14,0
2,1,5,2,26,8,4
0,4,4,0,12,9,0
2,1,6,0,26,9,12
0,2,4,0,22,8,6
2,2,4,1,27,12,2
3,0,0,0,16,7,6
2,1,5,2,32,21,1
4,2,2,4,24,14,10
2,2,9,0,25,8,18
1,1,3,0,24,13,0
0,2,4,2,26,10,1
0,2,2,2,19,10,7
2,1,6,0,32,10,6
1,2,6,0,30,12,6
4,1,3,0,23,6,6
0,1,3,0,26,11,0
0,3,10,0,28,8,3
2,0,0,0,18,8,3
2,2,5,0,23,8,6
2,2,2,0,24,11,0
3,0,0,0,9,7,0
0,1,3,3,23,8,6
1,4,7,0,24,12,0
2,3,9,0,24,7,0
2,1,2,0,17,12,6
0,3,11,2,29,14,0
2,1,5,0,23,13,3
2,2,2,0,26,13,0
0,2,2,2,15,5,4
2,3,1,0,21,10,6
0,4,7,0,20,10,0
0,2,8,0,24,8,12
0,2,2,0,12,5,6
0,2,5,1,20,8,5
0,3,7,0,29,13,6
2,3,4,0,22,8,9
2,1,2,4,22,9,2
7,1,3,0,27,7,12
0,4,4,0,32,16,0
0,3,5,0,26,14,6
2,3,7,0,20,5,9
0,2,8,0,32,14,6
2,4,10,0,27,14,0
0,3,5,5,19,8,3
1,1,6,2,25,12,10
2,1,3,3,27,11,0
0,2,9,2,24,9,4
0,1,6,0,30,15,11
1,1,3,0,26,9,14
0,2,8,2,29,8,10
4,0,7,2,22,6,10
4,2,2,0,26,14,0
0,5,6,0,24,7,6
2,1,3,0,17,3,12
1,1,2,4,17,9,4
2,3,4,0,16,6,0
1,1,2,0,10,6,6
0,2,2,0,10,4,12
2,2,5,0,29,12,0
2,3,4,0,20,10,0
0,0,6,3,28,13,6
2,2,6,0,16,5,6
2,3,8,0,21,5,12
0,1,3,2,20,8,4
1,0,0,0,19,15,0
1,3,7,0,16,6,9
4,1,6,0,24,9,6
2,2,2,0,24,9,6
0,0,0,0,24,14,0
0,2,2,0,15,3,9
2,4,4,0,28,13,0
2,3,9,0,25,9,6
4,1,3,0,15,4,12
0,2,5,2,20,8,4
2,3,2,4,27,13,9
2,3,7,0,21,6,6
0,2,5,0,25,8,3
0,1,9,4,32,9,8
0,3,8,2,25,6,4
1,2,2,0,13,5,6
3,2,5,0,22,4,11
2,2,5,0,27,10,6
0,2,2,4,14,4,7
1,1,2,2,12,8,1
2,3,7,0,26,8,6
2,2,5,0,31,14,0
2,1,6,0,32,10,6
2,1,5,0,29,15,0
0,1,10,0,18,12,0
0,4,7,0,23,15,0
0,4,9,0,20,8,0
0,2,5,0,18,5,6
0,4,4,0,32,18,0
2,1,6,0,26,9,12
1,3,4,0,15,8,3
3,2,8,0,31,12,0
0,3,7,0,26,9,12
0,2,5,2,22,7,4
1,2,5,0,22,9,0
2,2,8,0,30,13,0
4,2,2,0,26,11,6
0,2,11,0,27,11,0
0,2,5,2,21,4,10
0,2,8,0,31,11,6
1,2,11,2,22,9,4
1,1,2,0,14,8,12
0,2,8,0,26,14,6
2,3,1,0,21,9,6
0,3,8,0,27,11,0
2,2,2,0,22,9,6
1,2,5,0,19,7,6
1,2,6,0,22,10,6
0,3,8,0,25,13,0
2,2,2,0,24,7,6
0,4,10,0,25,7,6
4,1,3,2,24,7,6
2,1,3,0,16,7,0
0,3,1,2,14,6,7
2,1,11,0,25,8,0
0,2,8,0,29,12,6
0,2,5,0,29,10,6
0,1,9,2,33,14,4
1,1,6,2,22,8,1
0,2,6,0,24,7,6
2,2,5,2,24,11,1
2,2,8,0,28,10,6
0,0,3,4,12,6,2
5,0,0,0,25,15,0
0,2,2,0,24,7,6
0,2,5,4,23,8,8
2,2,6,2,27,10,10
1,1,3,2,10,7,2
0,2,7,0,37,25,0
0,2,8,3,22,8,6
0,2,6,0,19,9,6
5,2,2,0,23,8,6
0,2,2,2,20,6,10
0,2,8,2,23,8,4
4,0,9,0,35,14,0
0,3,3,4,16,7,9
2,3,3,0,9,8,6
0,3,7,2,26,10,10
2,1,6,0,23,8,12
0,4,4,0,26,13,0
0,3,7,2,20,9,1
2,1,2,0,23,15,6
1,1,4,4,19,9,3
4,0,3,2,14,8,1
0,4,10,0,31,14,6
0,2,4,5,23,12,1
2,2,5,0,27,11,6
2,1,2,0,12,5,0
2,2,9,0,32,15,0
0,2,8,0,30,12,0
2,2,5,0,24,8,6
4,2,2,0,21,7,9
0,4,4,0,24,9,6
0,2,11,0,31,10,6
0,4,7,0,13,3,12
0,2,7,0,13,8,9
1,1,3,0,17,5,6
0,3,5,4,15,5,7
2,2,2,0,17,8,6
0,3,5,0,21,10,0
0,3,10,0,36,13,6
4,2,2,0,18,10,0
1,1,4,0,36,19,6
0,5,7,0,19,8,0
0,3,5,0,14,4,6
0,3,5,2,18,7,2
10,1,3,0,17,9,0
0,2,8,2,23,7,7
0,1,3,2,20,7,4
0,1,9,4,28,11,2
2,1,10,0,32,12,0
0,4,9,0,31,13,6
0,3,1,4,12,6,8
2,4,7,0,15,3,6
0,2,2,0,26,13,6
0,2,5,2,15,3,7
6,1,5,0,22,11,6
3,2,2,0,25,10,6
0,2,8,0,26,8,6
4,1,6,2,23,5,7
0,2,8,0,26,8,6
2,2,5,0,27,9,8
0,2,4,0,23,6,12
0,2,6,2,21,9,4
0,2,11,0,37,16,0
0,3,5,0,27,8,0
2,2,2,0,22,9,0
1,3,5,0,22,6,6
0,4,9,0,21,9,0
0,2,12,0,28,10,6
0,2,11,0,27,11,0
0,2,2,2,23,8,4
0,5,8,0,15,4,6
0,3,7,0,25,11,6
0,1,6,2,33,12,1
1,1,6,0,19,6,6
0,3,8,0,29,13,0
4,2,2,0,32,16,6
2,3,14,0,32,16,0
1,2,5,0,32,15,6
2,2,2,3,20,9,0
0,4,11,0,19,9,0
1,1,3,4,19,7,7
0,0,6,0,21,10,6
0,3,7,0,19,12,0
0,0,0,0,27,14,0
1,3,4,0,18,8,6
0,4,4,2,11,6,1
0,3,4,0,18,7,3
0,5,11,0,30,11,0
0,2,11,0,26,10,6
0,1,1,4,15,5,6
0,3,8,2,29,9,15
4,0,3,0,27,9,6
2,3,2,0,14,6,6
1,3,4,0,17,7,6
1,2,5,2,31,12,4
4,1,6,0,30,9,12
1,3,7,0,12,5,0
1,1,6,4,37,21,2
1,2,6,0,18,8,6
0,1,2,2,12,5,10
3,1,3,0,22,5,9
0,1,5,0,25,10,6
3,1,0,2,12,2,10
0,2,5,0,25,11,6
2,0,0,2,23,12,6
0,4,6,0,20,7,6
2,2,2,4,19,5,8
3,2,2,0,18,7,12
1,2,5,0,14,5,0
0,3,10,0,25,10,6
0,5,10,0,23,8,6
6,2,2,0,24,9,6
0,2,9,0,18,11,12
0,3,12,0,34,9,6
0,3,7,0,21,10,0
2,3,1,0,17,5,6
0,2,7,0,28,12,0
5,0,3,0,25,13,6
0,2,5,2,18,5,4
2,4,4,0,21,9,6
2,2,2,2,21,9,1
1,1,3,2,19,8,4
0,2,7,2,21,9,4
0,4,10,0,29,11,6
1,1,2,0,19,9,0
0,2,5,0,16,11,0
0,5,3,0,35,18,6
2,3,11,0,31,12,6
0,3,1,2,1,1,2
0,4,6,0,19,5,6
5,0,0,0,25,19,0
2,2,5,0,25,10,0
0,3,7,0,27,12,0
2,2,8,2,25,8,4
0,2,5,0,11,3,6
1,0,6,0,20,10,6
2,2,8,0,27,11,0
2,2,11,0,28,7,6
1,0,3,2,10,6,4
3,2,2,0,27,15,0
2,2,2,0,22,11,6
0,2,10,4,26,9,6
0,2,2,0,26,10,6
2,4,6,0,24,13,0
6,2,6,0,32,11,6
1,2,3,4,20,7,12
0,1,5,2,22,6,1
0,5,12,0,26,11,0
0,2,2,2,14,4,7
2,2,9,2,33,8,14
0,1,9,0,35,15,6
0,1,3,2,18,4,10
0,2,5,4,19,8,5
0,2,5,2,15,4,4
4,1,3,0,23,8,0
4,3,9,0,26,9,9
2,1,6,2,28,10,10
3,1,5,0,24,12,0
0,4,4,2,13,6,2
0,4,4,0,17,8,0
0,1,2,0,21,10,0
4,2,2,0,23,8,6
0,4,7,2,24,9,2
1,3,1,0,22,10,11
4,2,10,0,31,13,6
2,3,4,0,20,11,0
0,3,6,0,20,8,6
0,2,5,0,20,4,12
3,0,6,0,25,9,0
0,0,0,1,17,10,2
5,1,4,0,19,5,12
2,2,2,0,20,7,9
1,1,3,0,24,14,0
2,2,8,0,32,10,11
0,1,3,5,19,7,9
4,1,2,2,21,15,1
0,2,3,0,21,9,6
1,2,1,0,9,3,6
0,3,6,4,25,11,7
0,0,6,7,20,6,2
0,1,9,0,31,10,6
4,1,6,0,25,6,6
1,2,4,2,16,6,8
0,3,4,0,13,6,3
0,3,4,1,17,7,7
0,3,5,2,28,14,2
0,2,8,0,24,6,0
0,3,4,0,30,10,6
3,2,5,0,24,11,6
2,1,4,0,16,7,6
4,2,2,0,20,10,0
3,0,0,0,14,7,9
0,1,5,0,23,9,0
2,2,2,2,18,5,7
3,3,4,0,23,9,6
3,3,10,0,24,9,6
3,1,3,0,30,15,0
0,3,4,0,24,11,0
1,1,6,0,18,11,0
3,1,6,2,20,5,4
0,1,1,2,2,1,2
0,2,5,0,23,9,6
0,3,5,0,26,9,6
0,1,3,5,23,7,3
0,2,8,4,21,8,2
4,3,5,4,27,9,12
4,1,6,0,30,10,6
1,4,7,0,12,4,6
4,1,3,0,23,9,6
0,2,4,6,14,5,5
0,2,6,2,35,15,2
1,4,8,4,11,6,1
0,3,4,2,14,6,1
0,3,11,2,24,8,4
1,2,2,0,23,10,6
2,1,9,0,37,14,6
0,2,5,2,28,10,10
0,1,6,2,22,12,4
0,1,3,0,26,11,0
2,2,7,0,12,6,6
6,2,2,2,19,5,8
2,3,7,0,24,10,6
0,2,2,2,19,8,1
0,2,8,0,28,11,6
2,3,7,0,20,8,0
2,0,3,2,27,17,4
4,5,3,0,13,6,6
0,3,4,0,19,10,6
2,2,2,0,18,4,6
2,4,1,4,16,10,1
2,2,5,2,26,8,10
0,1,6,0,24,7,3
0,3,1,2,23,17,0
0,2,5,2,19,4,9
0,2,6,3,24,8,3
0,2,5,0,21,10,0
0,2,6,0,20,8,6
2,3,5,0,29,10,0
2,4,4,0,18,4,0
1,2,4,0,9,6,12
0,0,0,4,9,1,10
0,0,13,0,18,2,0
4,1,6,0,25,5,12
7,0,0,0,35,26,0
4,2,2,0,20,4,9
2,1,12,0,27,9,6
4,0,0,0,19,8,6
0,1,3,2,20,7,1
6,1,6,0,36,14,6
1,0,0,0,14,6,6
2,2,9,0,33,10,6
0,2,11,0,29,10,6
0,5,1,2,14,4,9
0,1,3,2,22,9,1
0,2,2,1,19,7,8
2,0,6,0,32,12,0
3,2,2,0,15,7,0
2,1,2,2,19,10,7
1,3,6,0,23,7,6
3,1,2,0,25,11,6
0,3,7,2,22,8,4
0,1,6,0,22,6,6
2,2,5,0,27,9,6
0,2,9,2,18,9,1
2,4,5,0,17,13,6
2,0,6,0,26,13,6
2,3,10,0,30,9,14
2,2,2,0,21,10,6
2,2,6,2,35,15,4
0,0,6,3,30,16,0
0,2,5,2,20,7,4
4,2,8,0,23,8,6
0,1,1,2,11,2,7
0,1,2,0,18,12,6
1,1,3,0,16,6,6
3,1,3,0,28,15,0
4,0,0,0,32,24,0
4,2,2,0,22,9,0
0,2,2,2,14,5,6
0,3,7,2,22,6,4
0,2,5,1,24,11,8
2,2,2,0,28,11,6
0,3,8,0,30,16,12
0,0,7,0,21,10,3
1,3,5,2,20,6,14
0,3,4,0,14,6,3
4,2,2,0,20,8,0
0,2,5,2,24,5,13
4,2,2,0,25,9,6
0,1,6,0,24,6,12
0,1,6,4,23,6,7
1,1,6,4,14,5,2
0,3,11,2,23,5,12
2,1,3,2,15,3,10
2,2,8,0,19,3,12
1,2,5,0,22,12,0
2,2,5,0,21,6,9
0,3,11,0,28,9,6
0,3,6,0,9,2,6
2,1,2,0,17,12,0
0,2,8,0,25,5,6
1,2,6,0,22,9,6
1,4,4,0,19,8,0
4,0,3,1,20,12,8
6,3,4,0,28,11,6
0,3,5,0,17,8,0
0,3,9,0,22,10,0
0,3,5,2,26,11,2
4,0,3,0,25,12,0
9,0,0,0,21,7,12
2,4,3,0,21,9,3
1,1,6,0,22,6,6
0,3,8,0,34,13,6
2,2,5,0,27,10,0
0,1,6,4,24,11,6
0,2,8,0,19,6,8
1,2,2,4,17,6,2
0,2,5,2,28,11,7
2,1,8,0,30,9,6
1,3,4,0,19,6,18
0,5,9,0,23,10,6
1,1,3,0,20,6,6
0,2,2,0,15,9,0
0,2,2,0,26,12,0
1,1,1,1,12,7,2
0,3,5,3,23,11,0
2,2,2,0,20,5,12
4,1,3,0,23,10,6
0,5,2,2,12,8,4
2,0,2,2,11,5,10
2,2,2,0,28,13,6
0,2,5,0,19,6,6
6,0,4,2,9,6,1
2,1,5,0,27,11,0
1,4,9,0,21,10,0
0,2,8,0,18,5,9
0,2,8,0,28,9,12
0,4,10,0,26,12,3
0,2,5,2,24,9,1
2,2,3,0,17,5,12
4,0,0,0,16,10,0
4,1,8,0,26,10,3
1,2,2,0,17,7,6
1,1,9,0,26,10,0
1,2,5,0,13,5,6
1,2,5,0,28,13,6
1,3,4,0,12,6,6
0,3,5,0,25,9,6
1,3,2,2,19,8,8
1,3,10,0,23,7,12
2,2,8,0,27,8,6
0,5,4,0,6,5,6
3,3,1,0,20,9,6
1,2,5,0,28,10,6
0,3,5,0,31,12,0
0,3,4,2,17,6,1
2,3,4,0,26,9,6
2,2,5,2,30,13,1
6,1,6,0,22,7,15
1,1,5,0,12,4,0
0,3,10,0,24,6,6
0,5,6,0,23,12,0
0,3,10,0,24,6,9
0,3,1,0,9,5,3
0,3,8,0,25,10,6
2,3,7,2,18,5,10
0,2,2,2,24,11,0
2,2,4,0,12,6,6
6,2,2,0,18,5,6
2,2,5,0,16,5,6
0,3,8,4,26,9,8
0,3,7,0,27,12,0
0,1,3,0,17,4,6
2,3,1,2,20,9,4
1,1,3,3,26,11,6
0,5,5,0,21,9,6
1,2,4,0,14,6,12
0,1,6,0,28,8,6
4,2,8,0,23,10,6
2,4,7,0,27,12,0
4,4,4,0,26,13,0
0,3,4,4,14,5,2
0,2,5,6,20,8,6
0,1,6,2,9,4,4
2,2,2,0,22,8,6
0,2,8,2,33,11,4
8,2,2,0,24,9,0
0,1,2,0,22,11,6
0,1,2,2,19,9,1
0,2,8,2,28,13,4
0,0,3,2,16,8,1
6,2,6,0,24,6,6
0,2,6,2,13,5,6
0,2,8,0,30,10,0
0,3,7,2,18,6,7
1,1,3,0,34,17,0
2,1,7,0,25,8,6
0,5,4,6,15,7,9
2,2,2,0,24,7,6
0,3,8,0,29,10,6
1,2,6,0,24,10,6
1,3,8,0,20,9,6
0,2,2,0,20,8,6
2,1,6,2,24,7,16
0,3,10,0,27,9,6
1,2,11,0,26,11,0
2,1,6,0,34,13,6
4,2,5,0,25,9,6
0,1,6,2,29,11,9
0,2,8,0,22,7,6
0,3,3,0,13,5,6
0,2,2,2,21,8,1
2,1,5,2,27,16,0
0,0,0,0,18,10,12
2,1,3,1,24,12,2
0,2,5,0,24,7,6
0,2,11,0,33,12,0
4,0,0,0,16,6,6
0,4,6,0,18,8,0
1,1,9,0,28,8,3
3,1,3,0,32,13,12
0,1,6,0,25,7,6
0,3,10,0,29,11,9
2,1,3,0,20,8,6
0,2,7,0,17,5,6
1,2,11,0,20,5,0
2,2,11,0,25,6,6
3,1,3,0,21,9,0
0,4,5,0,24,10,0
5,0,0,0,15,8,6
0,2,2,0,19,6,6
0,2,2,2,21,9,4
1,2,2,2,13,8,1
0,2,8,0,29,12,0
0,4,7,0,21,9,0
2,4,4,0,24,8,6
1,2,5,0,21,10,0
0,2,5,2,19,4,7
0,4,10,4,26,7,6
4,3,4,0,18,4,6
0,3,10,0,32,10,6
0,1,3,0,14,6,6
2,2,2,0,22,11,0
2,3,1,0,15,7,6
2,4,6,0,20,5,6
0,2,6,1,20,6,8
0,3,7,0,25,14,0
0,2,5,2,25,12,4
2,2,5,0,17,6,6
5,2,5,0,27,10,6
1,2,2,0,13,11,3
0,3,8,0,29,17,0
4,3,7,0,19,7,6
0,2,5,0,13,10,0
0,3,4,1,23,13,2
2,2,8,1,27,7,8
2,1,3,0,25,10,6
2,4,10,0,25,8,6
0,2,2,2,21,10,9
4,3,7,0,27,8,6
0,2,2,0,19,7,6
2,2,8,0,27,7,6
0,2,2,2,23,10,6
2,1,6,0,30,10,6
1,1,3,4,22,12,2
0,2,2,2,17,6,1
0,2,6,0,19,7,12
0,1,6,0,24,7,3
2,3,7,0,30,14,0
0,2,5,2,18,3,4
2,1,8,0,26,11,6
2,3,1,0,17,6,0
4,2,5,2,24,7,7
0,3,5,0,13,5,0
4,2,7,0,22,7,12
2,1,4,0,15,10,0
3,3,1,0,26,13,0
0,2,3,2,14,5,6
1,3,9,0,34,13,0
1,2,5,0,24,11,6
0,2,8,0,30,12,0
0,3,1,0,7,3,9
3,1,3,0,32,18,0
1,0,0,0,18,9,0
0,3,7,0,31,14,0
0,2,5,0,19,7,6
0,0,7,0,35,12,0
3,3,4,0,23,12,0
0,2,9,2,29,12,14
0,4,6,2,21,6,4
2,2,5,0,31,13,6
2,1,11,0,16,6,0
0,6,8,0,18,8,0
2,2,8,0,30,9,0
0,2,5,2,21,8,0
0,3,5,0,22,10,12
2,1,9,2,38,14,4
0,3,5,0,35,16,0
0,2,5,0,28,14,0
0,2,9,0,19,9,0
0,2,8,0,20,6,3
0,3,8,4,22,7,2
0,3,5,0,23,10,0
0,3,7,0,33,15,0
3,3,4,0,21,5,6
0,2,5,2,20,5,10
0,4,10,0,20,7,6
0,3,8,0,18,4,6
0,0,3,0,22,9,6
2,1,2,0,26,14,0
2,2,5,2,26,12,1
0,1,9,2,30,10,7
0,3,11,0,29,11,6
0,2,4,0,22,14,6
0,3,7,2,18,6,10
1,2,2,1,16,7,2
2,2,5,0,23,8,0
1,3,5,0,21,12,6
1,3,4,0,25,12,6
0,2,5,4,17,6,2
0,3,8,2,25,8,4
0,4,6,2,22,10,0
0,2,5,0,27,13,6
0,3,2,4,21,9,7
0,2,2,2,19,6,10
2,2,2,2,19,8,4
0,2,10,0,31,14,6
0,2,6,0,27,11,9
0,2,2,2,23,13,1
2,1,2,0,20,10,0
0,1,7,0,29,15,6
3,3,1,0,22,10,6
2,1,6,0,24,7,6
2,0,0,0,20,12,0
0,1,7,2,28,10,1
2,2,2,0,26,14,0
2,1,9,4,19,6,5
0,2,8,0,34,14,0
2,1,2,0,18,10,6
1,1,6,0,31,14,0
2,2,2,0,24,10,3
2,1,2,0,22,11,0
0,5,9,0,20,12,0
0,3,7,2,24,8,7
1,2,6,0,17,6,6
0,4,9,4,26,10,1
2,1,3,0,17,8,0
2,3,7,2,20,8,6
0,3,13,0,21,6,6
4,2,2,3,18,6,6
1,1,1,0,21,15,0
0,3,5,4,23,10,7
0,2,2,2,8,4,1
1,4,3,0,22,12,0
2,2,5,0,19,8,0
0,1,4,0,6,3,0
2,2,2,0,24,10,0
0,1,4,0,27,17,0
1,1,3,6,20,8,8
0,3,8,0,32,12,0
4,2,5,0,26,10,6
0,3,7,0,22,8,3
0,2,5,0,20,9,6
0,4,10,0,30,11,6
3,2,4,0,9,4,6
1,3,2,2,14,4,7
1,2,4,0,13,6,0
0,2,9,4,26,10,2
0,2,6,0,23,9,6
0,1,3,2,20,6,4
0,1,8,0,24,10,18
1,2,5,0,25,10,6
2,3,6,0,15,6,12
0,2,5,0,19,7,9
0,3,8,0,26,9,0
2,2,5,0,20,6,6
0,1,9,4,31,10,5
0,2,2,2,15,4,4
2,1,5,0,31,15,0
2,1,1,0,25,14,0
0,2,6,2,12,3,4
2,2,2,0,23,7,6
0,2,8,0,23,13,6
1,2,6,0,27,11,3
2,2,9,0,26,12,0
2,2,6,4,22,6,6
2,3,7,0,25,10,0
1,0,1,2,9,2,10
2,3,8,6,33,11,7
1,2,5,0,9,4,9
1,1,3,0,24,12,0
0,3,7,0,22,9,6
2,1,4,0,17,8,9
2,2,2,0,20,6,6
0,2,8,2,22,5,13
1,3,7,0,21,12,6
1,3,1,0,18,10,0
0,3,7,0,22,8,6
1,2,8,0,25,7,6
0,2,2,2,15,5,13
1,1,3,0,28,12,0
0,2,11,2,31,9,4
2,0,5,2,22,12,1
0,3,9,0,20,3,9
0,2,8,0,24,6,12
1,2,2,0,18,8,6
0,2,2,0,22,9,6
0,2,1,2,20,11,9
0,3,4,0,20,6,6
2,5,9,0,20,9,0
5,0,4,0,35,14,0
0,5,12,0,22,6,0
1,3,4,2,23,8,8
0,1,2,0,21,16,6
3,0,0,0,17,10,6
2,2,2,2,15,5,9
0,1,3,1,17,4,8
4,2,2,2,17,5,10
2,1,6,0,26,5,6
0,1,6,4,24,9,2
2,0,6,4,24,10,2
2,1,1,0,16,6,6
0,3,11,0,26,10,6
6,2,9,0,23,13,6
0,2,8,0,26,10,0
0,2,2,0,22,10,6
0,4,7,3,23,10,0
4,2,2,0,20,7,6
1,1,6,0,21,10,0
0,3,7,0,23,8,6
4,3,4,0,22,6,6
9,1,2,0,19,8,6
0,3,8,0,26,8,11
4,1,3,0,24,9,12
2,2,5,0,24,7,6
2,1,6,3,25,8,6
6,3,3,0,21,11,6
0,3,4,2,12,5,4
0,2,2,0,26,11,6
1,3,5,0,26,12,0
0,2,8,0,29,12,0
3,3,8,4,17,6,7
0,2,8,0,28,11,6
5,0,3,0,13,7,0
0,0,7,0,19,10,15
0,2,2,0,15,6,6
4,2,4,0,20,7,6
0,2,7,0,32,19,6
3,0,0,0,18,12,0
